STUDENT_ID,FALL_COHORT,COHORT_TYPE,GENDER,N__IPEDS_ETHNICITY,ENROLLMENT_STATUS,EXCLUSION_ELIGIBLE,ENROLLED_FALL_2020
ID028488,2019,N/A,M,WHITE,F,N,N/A
ID028489,2019,N/A,F,TWOMORE,F,N,N/A
ID028490,2019,N/A,F,ASIAN,P,N,N/A
ID028491,2019,N/A,F,WHITE,F,N,N/A
ID028492,2019,N/A,F,WHITE,F,N,N/A
ID028493,2019,N/A,F,WHITE,P,N,N/A
ID028494,2019,N/A,M,HISPA,P,N,N/A
ID028495,2019,N/A,M,WHITE,F,N,N/A
ID028496,2019,N/A,M,WHITE,F,N,N/A
ID028497,2019,N/A,F,HISPA,P,N,N/A
ID028498,2019,N/A,F,WHITE,P,N,N/A
ID028499,2019,N/A,M,INTL,P,N,N/A
ID028500,2019,N/A,M,HISPA,P,N,N/A
ID028501,2019,N/A,F,HISPA,F,N,N/A
ID028502,2019,N/A,F,WHITE,P,N,N/A
ID028503,2019,FTF,M,WHITE,P,N,N/A
ID028504,2019,N/A,F,AMIND,F,N,N/A
ID028505,2019,FTF,F,WHITE,F,N,N/A
ID028506,2019,N/A,F,WHITE,P,N,N/A
ID028507,2019,N/A,M,TWOMORE,F,N,N/A
ID028508,2019,N/A,M,WHITE,F,N,N/A
ID028509,2019,N/A,F,WHITE,F,N,N/A
ID028510,2019,N/A,F,WHITE,P,N,N/A
ID028511,2019,N/A,F,WHITE,P,N,N/A
ID028512,2019,N/A,F,WHITE,F,N,N/A
ID028513,2019,N/A,M,ASIAN,F,N,N/A
ID028514,2019,N/A,M,BLACK,P,N,N/A
ID028515,2019,N/A,F,INTL,F,N,N/A
ID028516,2019,N/A,F,HISPA,F,N,N/A
ID028517,2019,N/A,M,WHITE,F,N,N/A
ID028518,2019,N/A,F,WHITE,F,N,N/A
ID028519,2019,N/A,F,WHITE,F,N,N/A
ID028520,2019,N/A,F,HISPA,F,N,N/A
ID028521,2019,FTF,F,HISPA,P,N,N/A
ID028522,2019,N/A,F,INTL,F,N,N/A
ID028523,2019,N/A,F,WHITE,F,N,N/A
ID028524,2019,N/A,F,HISPA,P,N,N/A
ID028525,2019,N/A,F,WHITE,P,N,N/A
ID028526,2019,FTF,F,HISPA,P,N,N/A
ID028527,2019,N/A,F,WHITE,F,N,N/A
ID028528,2019,N/A,M,BLACK,F,N,N/A
ID028529,2019,N/A,F,HISPA,P,N,N/A
ID028530,2019,FTF,F,WHITE,F,N,N/A
ID028531,2019,N/A,F,HISPA,P,N,N/A
ID028532,2019,N/A,F,HISPA,P,N,N/A
ID028533,2019,N/A,F,WHITE,F,N,N/A
ID028534,2019,N/A,F,WHITE,F,N,N/A
ID028535,2019,N/A,M,WHITE,P,N,N/A
ID028536,2019,N/A,M,WHITE,P,N,N/A
ID028537,2019,N/A,F,HISPA,P,N,N/A
ID028538,2019,N/A,F,WHITE,P,N,N/A
ID028539,2019,N/A,M,WHITE,F,N,N/A
ID028540,2019,N/A,F,PACIF,F,N,N/A
ID028541,2019,FTF,F,NSPEC,F,N,N/A
ID028542,2019,N/A,M,HISPA,F,N,N/A
ID028543,2019,N/A,F,HISPA,F,N,N/A
ID028544,2019,FTF,F,WHITE,F,N,N/A
ID028545,2019,N/A,M,PACIF,P,N,N/A
ID028546,2019,N/A,M,TWOMORE,F,N,N/A
ID028547,2019,FTF,M,WHITE,F,N,N/A
ID028548,2019,FTF,F,WHITE,P,N,N/A
ID028549,2019,N/A,M,HISPA,F,N,N/A
ID028550,2019,FTF,M,HISPA,F,N,N/A
ID028551,2019,N/A,M,AMIND,P,N,N/A
ID028552,2019,N/A,F,WHITE,P,N,N/A
ID028553,2019,N/A,M,WHITE,F,N,N/A
ID028554,2019,N/A,F,WHITE,P,N,N/A
ID028555,2019,FTF,F,AMIND,P,N,N/A
ID028556,2019,FTF,F,WHITE,F,N,N/A
ID028557,2019,N/A,F,WHITE,F,N,N/A
ID028558,2019,FTF,F,INTL,F,N,N/A
ID028559,2019,N/A,M,INTL,F,N,N/A
ID028560,2019,N/A,F,INTL,P,N,N/A
ID028561,2019,N/A,F,WHITE,F,N,N/A
ID028562,2019,FTF,M,INTL,F,N,N/A
ID028563,2019,N/A,F,HISPA,F,N,N/A
ID028564,2019,N/A,M,NSPEC,P,N,N/A
ID028565,2019,N/A,F,WHITE,F,N,N/A
ID028566,2019,N/A,F,WHITE,P,N,N/A
ID028567,2019,N/A,F,TWOMORE,P,N,N/A
ID028568,2019,FTF,M,PACIF,F,N,N/A
ID028569,2019,N/A,M,HISPA,P,N,N/A
ID028570,2019,N/A,M,WHITE,F,N,N/A
ID028571,2019,N/A,F,WHITE,F,N,N/A
ID028572,2019,N/A,M,WHITE,F,N,N/A
ID028573,2019,N/A,M,WHITE,F,N,N/A
ID028574,2019,N/A,M,WHITE,P,N,N/A
ID028575,2019,N/A,F,TWOMORE,F,N,N/A
ID028576,2019,N/A,M,WHITE,F,N,N/A
ID028577,2019,UD,M,WHITE,F,N,N/A
ID028578,2019,FTF,F,WHITE,F,N,N/A
ID028579,2019,FTF,M,WHITE,F,N,N/A
ID028580,2019,LD,M,HISPA,F,N,N/A
ID028581,2019,N/A,M,NSPEC,F,N,N/A
ID028582,2019,N/A,M,INTL,P,N,N/A
ID028583,2019,N/A,M,WHITE,P,N,N/A
ID028584,2019,N/A,M,WHITE,F,N,N/A
ID028585,2019,N/A,F,WHITE,F,N,N/A
ID028586,2019,N/A,F,WHITE,F,N,N/A
ID028587,2019,N/A,M,HISPA,F,N,N/A
ID028588,2019,N/A,F,WHITE,F,N,N/A
ID028589,2019,N/A,F,INTL,F,N,N/A
ID028590,2019,N/A,M,HISPA,P,N,N/A
ID028591,2019,N/A,F,WHITE,F,N,N/A
ID028592,2019,N/A,F,WHITE,F,N,N/A
ID028593,2019,N/A,M,AMIND,P,N,N/A
ID028594,2019,UD,M,WHITE,F,N,N/A
ID028595,2019,UD,F,HISPA,P,N,N/A
ID028596,2019,N/A,M,INTL,F,N,N/A
ID028597,2019,N/A,F,WHITE,F,N,N/A
ID028598,2019,N/A,F,HISPA,F,N,N/A
ID028599,2019,N/A,F,HISPA,F,N,N/A
ID028600,2019,N/A,M,WHITE,F,N,N/A
ID028601,2019,N/A,M,HISPA,F,N,N/A
ID028602,2019,N/A,M,WHITE,F,N,N/A
ID028603,2019,N/A,M,WHITE,F,N,N/A
ID028604,2019,N/A,F,WHITE,F,N,N/A
ID028605,2019,N/A,F,HISPA,F,N,N/A
ID028606,2019,FTF,F,TWOMORE,F,N,N/A
ID028607,2019,N/A,F,WHITE,F,N,N/A
ID028608,2019,N/A,F,HISPA,F,N,N/A
ID028609,2019,N/A,M,BLACK,F,N,N/A
ID028610,2019,N/A,F,WHITE,P,N,N/A
ID028611,2019,N/A,F,WHITE,F,N,N/A
ID028612,2019,N/A,F,WHITE,P,N,N/A
ID028613,2019,N/A,F,WHITE,F,N,N/A
ID028614,2019,N/A,F,WHITE,P,N,N/A
ID028615,2019,N/A,M,HISPA,P,N,N/A
ID028616,2019,N/A,F,AMIND,P,N,N/A
ID028617,2019,N/A,M,WHITE,F,N,N/A
ID028618,2019,N/A,M,NSPEC,F,N,N/A
ID028619,2019,N/A,F,INTL,F,N,N/A
ID028620,2019,N/A,M,WHITE,F,N,N/A
ID028621,2019,N/A,M,HISPA,P,N,N/A
ID028622,2019,N/A,F,HISPA,F,N,N/A
ID028623,2019,N/A,F,WHITE,F,N,N/A
ID028624,2019,N/A,M,BLACK,P,N,N/A
ID028625,2019,N/A,M,WHITE,F,N,N/A
ID028626,2019,N/A,M,WHITE,F,N,N/A
ID028627,2019,N/A,F,WHITE,F,N,N/A
ID028628,2019,N/A,F,HISPA,F,N,N/A
ID028629,2019,N/A,M,HISPA,F,N,N/A
ID028630,2019,FTF,M,WHITE,F,N,N/A
ID028631,2019,UD,F,BLACK,F,N,N/A
ID028632,2019,LD,F,HISPA,P,N,N/A
ID028633,2019,N/A,F,HISPA,P,N,N/A
ID028634,2019,N/A,F,WHITE,P,N,N/A
ID028635,2019,N/A,M,BLACK,P,N,N/A
ID028636,2019,N/A,F,HISPA,F,N,N/A
ID028637,2019,FTF,F,WHITE,F,N,N/A
ID028638,2019,N/A,F,HISPA,F,N,N/A
ID028639,2019,N/A,F,WHITE,F,N,N/A
ID028640,2019,N/A,F,WHITE,P,N,N/A
ID028641,2019,N/A,F,WHITE,F,N,N/A
ID028642,2019,N/A,M,WHITE,P,N,N/A
ID028643,2019,FTF,M,BLACK,F,N,N/A
ID028644,2019,N/A,F,HISPA,P,N,N/A
ID028645,2019,N/A,M,BLACK,P,N,N/A
ID028646,2019,N/A,F,WHITE,F,N,N/A
ID028647,2019,N/A,M,TWOMORE,F,N,N/A
ID028648,2019,FTF,M,WHITE,F,N,N/A
ID028649,2019,N/A,F,INTL,F,N,N/A
ID028650,2019,N/A,F,WHITE,F,N,N/A
ID028651,2019,N/A,F,WHITE,F,N,N/A
ID028652,2019,LD,M,WHITE,F,N,N/A
ID028653,2019,N/A,F,WHITE,F,N,N/A
ID028654,2019,N/A,F,HISPA,P,N,N/A
ID028655,2019,N/A,M,WHITE,F,N,N/A
ID028656,2019,N/A,F,WHITE,P,N,N/A
ID028657,2019,N/A,F,TWOMORE,F,N,N/A
ID028658,2019,N/A,M,ASIAN,F,N,N/A
ID028659,2019,N/A,M,INTL,F,N,N/A
ID028660,2019,N/A,F,WHITE,F,N,N/A
ID028661,2019,N/A,F,WHITE,F,N,N/A
ID028662,2019,N/A,F,HISPA,F,N,N/A
ID028663,2019,N/A,F,AMIND,P,N,N/A
ID028664,2019,N/A,F,NSPEC,P,N,N/A
ID028665,2019,FTF,M,WHITE,F,N,N/A
ID028666,2019,N/A,F,HISPA,F,N,N/A
ID028667,2019,N/A,F,WHITE,F,N,N/A
ID028668,2019,N/A,M,WHITE,F,N,N/A
ID028669,2019,N/A,M,INTL,P,N,N/A
ID028670,2019,N/A,M,BLACK,F,N,N/A
ID028671,2019,N/A,F,HISPA,P,N,N/A
ID028672,2019,N/A,F,WHITE,F,N,N/A
ID028673,2019,N/A,F,HISPA,F,N,N/A
ID028674,2019,FTF,F,HISPA,F,N,N/A
ID028675,2019,N/A,M,INTL,P,N,N/A
ID028676,2019,FTF,M,WHITE,F,N,N/A
ID028677,2019,N/A,F,WHITE,P,N,N/A
ID028678,2019,N/A,F,WHITE,P,N,N/A
ID028679,2019,FTF,M,AMIND,F,N,N/A
ID028680,2019,N/A,M,WHITE,F,N,N/A
ID028681,2019,N/A,F,WHITE,F,N,N/A
ID028682,2019,N/A,F,WHITE,F,N,N/A
ID028683,2019,N/A,F,WHITE,F,N,N/A
ID028684,2019,FTF,M,HISPA,P,N,N/A
ID028685,2019,FTF,F,HISPA,F,N,N/A
ID028686,2019,FTF,F,HISPA,F,N,N/A
ID028687,2019,FTF,F,WHITE,F,N,N/A
ID028688,2019,N/A,M,WHITE,F,N,N/A
ID028689,2019,FTF,F,AMIND,F,N,N/A
ID028690,2019,N/A,F,HISPA,F,N,N/A
ID028691,2019,N/A,M,WHITE,F,N,N/A
ID028692,2019,FTF,M,WHITE,P,N,N/A
ID028693,2019,N/A,M,HISPA,P,N,N/A
ID028694,2019,FTF,F,WHITE,F,N,N/A
ID028695,2019,N/A,F,WHITE,F,N,N/A
ID028696,2019,N/A,F,HISPA,P,N,N/A
ID028697,2019,N/A,F,WHITE,F,N,N/A
ID028698,2019,N/A,M,WHITE,P,N,N/A
ID028699,2019,N/A,F,TWOMORE,F,N,N/A
ID028700,2019,N/A,F,HISPA,F,N,N/A
ID028701,2019,N/A,M,WHITE,F,N,N/A
ID028702,2019,N/A,F,WHITE,F,N,N/A
ID028703,2019,N/A,F,INTL,P,N,N/A
ID028704,2019,N/A,F,HISPA,F,N,N/A
ID028705,2019,N/A,F,INTL,F,N,N/A
ID028706,2019,N/A,F,TWOMORE,F,N,N/A
ID028707,2019,N/A,M,WHITE,P,N,N/A
ID028708,2019,N/A,F,WHITE,F,N,N/A
ID028709,2019,N/A,F,WHITE,F,N,N/A
ID028710,2019,N/A,F,WHITE,P,N,N/A
ID028711,2019,N/A,M,NSPEC,P,N,N/A
ID028712,2019,N/A,M,HISPA,F,N,N/A
ID028713,2019,FTF,F,HISPA,F,N,N/A
ID028714,2019,N/A,M,WHITE,F,N,N/A
ID028715,2019,N/A,F,HISPA,F,N,N/A
ID028716,2019,N/A,F,WHITE,P,N,N/A
ID028717,2019,N/A,F,INTL,F,N,N/A
ID028718,2019,N/A,F,HISPA,F,N,N/A
ID028719,2019,N/A,F,WHITE,P,N,N/A
ID028720,2019,N/A,F,HISPA,F,N,N/A
ID028721,2019,N/A,M,WHITE,F,N,N/A
ID028722,2019,N/A,F,WHITE,P,N,N/A
ID028723,2019,N/A,F,WHITE,F,N,N/A
ID028724,2019,UD,M,HISPA,F,N,N/A
ID028725,2019,N/A,F,WHITE,F,N,N/A
ID028726,2019,FTF,F,HISPA,F,N,N/A
ID028727,2019,N/A,F,TWOMORE,P,N,N/A
ID028728,2019,N/A,F,HISPA,F,N,N/A
ID028729,2019,N/A,M,WHITE,P,N,N/A
ID028730,2019,N/A,F,WHITE,F,N,N/A
ID028731,2019,N/A,M,HISPA,F,N,N/A
ID028732,2019,FTF,M,WHITE,F,N,N/A
ID028733,2019,N/A,F,WHITE,F,N,N/A
ID028734,2019,N/A,F,WHITE,F,N,N/A
ID028735,2019,N/A,F,WHITE,F,N,N/A
ID028736,2019,UD,F,WHITE,F,N,N/A
ID028737,2019,N/A,F,WHITE,P,N,N/A
ID028738,2019,UD,M,HISPA,P,N,N/A
ID028739,2019,N/A,F,WHITE,F,N,N/A
ID028740,2019,N/A,M,AMIND,P,N,N/A
ID028741,2019,N/A,F,WHITE,F,N,N/A
ID028742,2019,N/A,F,WHITE,F,N,N/A
ID028743,2019,FTF,F,HISPA,F,N,N/A
ID028744,2019,FTF,F,TWOMORE,P,N,N/A
ID028745,2019,N/A,M,WHITE,P,N,N/A
ID028746,2019,N/A,F,TWOMORE,F,N,N/A
ID028747,2019,N/A,F,BLACK,F,N,N/A
ID028748,2019,N/A,F,WHITE,F,N,N/A
ID028749,2019,N/A,M,WHITE,F,N,N/A
ID028750,2019,N/A,F,WHITE,F,N,N/A
ID028751,2019,N/A,F,INTL,F,N,N/A
ID028752,2019,N/A,F,ASIAN,F,N,N/A
ID028753,2019,UD,F,WHITE,F,N,N/A
ID028754,2019,N/A,F,WHITE,F,N,N/A
ID028755,2019,N/A,F,HISPA,F,N,N/A
ID028756,2019,N/A,F,TWOMORE,F,N,N/A
ID028757,2019,N/A,F,NSPEC,F,N,N/A
ID028758,2019,FTF,F,WHITE,F,N,N/A
ID028759,2019,N/A,M,INTL,F,N,N/A
ID028760,2019,N/A,F,WHITE,F,N,N/A
ID028761,2019,N/A,M,HISPA,P,N,N/A
ID028762,2019,N/A,M,WHITE,F,N,N/A
ID028763,2019,N/A,F,TWOMORE,F,N,N/A
ID028764,2019,LD,M,BLACK,P,N,N/A
ID028765,2019,N/A,M,WHITE,F,N,N/A
ID028766,2019,N/A,M,TWOMORE,F,N,N/A
ID028767,2019,FTF,F,HISPA,P,N,N/A
ID028768,2019,N/A,F,WHITE,P,N,N/A
ID028769,2019,UD,M,WHITE,P,N,N/A
ID028770,2019,N/A,F,HISPA,F,N,N/A
ID028771,2019,N/A,F,WHITE,P,N,N/A
ID028772,2019,N/A,F,HISPA,P,N,N/A
ID028773,2019,N/A,F,WHITE,F,N,N/A
ID028774,2019,N/A,F,WHITE,F,N,N/A
ID028775,2019,N/A,F,AMIND,F,N,N/A
ID028776,2019,N/A,M,NSPEC,F,N,N/A
ID028777,2019,N/A,F,WHITE,P,N,N/A
ID028778,2019,N/A,F,HISPA,P,N,N/A
ID028779,2019,FTF,M,WHITE,F,N,N/A
ID028780,2019,N/A,F,WHITE,F,N,N/A
ID028781,2019,N/A,F,AMIND,P,N,N/A
ID028782,2019,N/A,M,INTL,F,N,N/A
ID028783,2019,N/A,F,BLACK,P,N,N/A
ID028784,2019,N/A,F,HISPA,F,N,N/A
ID028785,2019,N/A,F,HISPA,P,N,N/A
ID028786,2019,N/A,M,WHITE,P,N,N/A
ID028787,2019,N/A,M,WHITE,F,N,N/A
ID028788,2019,N/A,M,ASIAN,P,N,N/A
ID028789,2019,FTF,F,WHITE,F,N,N/A
ID028790,2019,N/A,F,NSPEC,P,N,N/A
ID028791,2019,N/A,M,HISPA,F,N,N/A
ID028792,2019,N/A,M,WHITE,F,N,N/A
ID028793,2019,N/A,F,INTL,F,N,N/A
ID028794,2019,N/A,F,HISPA,P,N,N/A
ID028795,2019,N/A,M,NSPEC,P,N,N/A
ID028796,2019,FTF,M,WHITE,F,N,N/A
ID028797,2019,N/A,F,HISPA,P,N,N/A
ID028798,2019,N/A,M,HISPA,F,N,N/A
ID028799,2019,N/A,F,WHITE,P,N,N/A
ID028800,2019,N/A,M,INTL,F,N,N/A
ID028801,2019,N/A,F,WHITE,P,N,N/A
ID028802,2019,N/A,F,WHITE,P,N,N/A
ID028803,2019,N/A,F,WHITE,F,N,N/A
ID028804,2019,N/A,M,HISPA,F,N,N/A
ID028805,2019,FTF,M,WHITE,F,N,N/A
ID028806,2019,FTF,M,HISPA,P,N,N/A
ID028807,2019,UD,F,HISPA,P,N,N/A
ID028808,2019,N/A,F,WHITE,F,N,N/A
ID028809,2019,N/A,F,HISPA,F,N,N/A
ID028810,2019,N/A,M,WHITE,F,N,N/A
ID028811,2019,N/A,M,WHITE,F,N,N/A
ID028812,2019,FTF,M,HISPA,P,N,N/A
ID028813,2019,N/A,F,WHITE,F,N,N/A
ID028814,2019,N/A,F,HISPA,F,N,N/A
ID028815,2019,N/A,F,WHITE,F,N,N/A
ID028816,2019,N/A,M,WHITE,F,N,N/A
ID028817,2019,N/A,M,HISPA,F,N,N/A
ID028818,2019,N/A,M,WHITE,F,N,N/A
ID028819,2019,N/A,F,WHITE,F,N,N/A
ID028820,2019,N/A,M,WHITE,F,N,N/A
ID028821,2019,N/A,F,BLACK,P,N,N/A
ID028822,2019,N/A,F,WHITE,F,N,N/A
ID028823,2019,FTF,F,WHITE,F,N,N/A
ID028824,2019,N/A,F,NSPEC,P,N,N/A
ID028825,2019,N/A,F,WHITE,P,N,N/A
ID028826,2019,N/A,M,NSPEC,P,N,N/A
ID028827,2019,N/A,F,HISPA,F,N,N/A
ID028828,2019,N/A,F,WHITE,F,N,N/A
ID028829,2019,N/A,M,INTL,F,N,N/A
ID028830,2019,N/A,F,HISPA,F,N,N/A
ID028831,2019,N/A,F,WHITE,F,N,N/A
ID028832,2019,N/A,F,HISPA,F,N,N/A
ID028833,2019,N/A,M,WHITE,F,N,N/A
ID028834,2019,N/A,M,BLACK,F,N,N/A
ID028835,2019,N/A,F,HISPA,F,N,N/A
ID028836,2019,N/A,F,WHITE,F,N,N/A
ID028837,2019,N/A,M,HISPA,F,N,N/A
ID028838,2019,N/A,M,WHITE,F,N,N/A
ID028839,2019,N/A,M,WHITE,P,N,N/A
ID028840,2019,N/A,F,WHITE,F,N,N/A
ID028841,2019,N/A,M,WHITE,F,N,N/A
ID028842,2019,N/A,F,WHITE,F,N,N/A
ID028843,2019,N/A,M,HISPA,F,N,N/A
ID028844,2019,N/A,F,HISPA,P,N,N/A
ID028845,2019,N/A,F,INTL,F,N,N/A
ID028846,2019,N/A,F,BLACK,F,N,N/A
ID028847,2019,N/A,F,WHITE,F,N,N/A
ID028848,2019,N/A,F,HISPA,F,N,N/A
ID028849,2019,N/A,F,AMIND,F,N,N/A
ID028850,2019,N/A,M,WHITE,P,N,N/A
ID028851,2019,N/A,F,WHITE,P,N,N/A
ID028852,2019,FTF,M,HISPA,F,N,N/A
ID028853,2019,FTF,M,WHITE,F,N,N/A
ID028854,2019,N/A,M,WHITE,P,N,N/A
ID028855,2019,FTF,F,BLACK,F,N,N/A
ID028856,2019,N/A,F,HISPA,F,N,N/A
ID028857,2019,N/A,M,HISPA,F,N,N/A
ID028858,2019,N/A,F,WHITE,F,N,N/A
ID028859,2019,N/A,F,HISPA,F,N,N/A
ID028860,2019,N/A,M,WHITE,P,N,N/A
ID028861,2019,N/A,F,WHITE,F,N,N/A
ID028862,2019,N/A,F,WHITE,F,N,N/A
ID028863,2019,N/A,F,WHITE,P,N,N/A
ID028864,2019,FTF,M,HISPA,F,N,N/A
ID028865,2019,FTF,F,WHITE,F,N,N/A
ID028866,2019,N/A,F,HISPA,P,N,N/A
ID028867,2019,LD,M,WHITE,P,N,N/A
ID028868,2019,N/A,F,WHITE,F,N,N/A
ID028869,2019,N/A,M,WHITE,F,N,N/A
ID028870,2019,N/A,M,AMIND,F,N,N/A
ID028871,2019,N/A,M,INTL,P,N,N/A
ID028872,2019,N/A,F,WHITE,F,N,N/A
ID028873,2019,N/A,M,ASIAN,F,N,N/A
ID028874,2019,N/A,F,ASIAN,P,N,N/A
ID028875,2019,N/A,F,INTL,F,N,N/A
ID028876,2019,N/A,F,WHITE,P,N,N/A
ID028877,2019,N/A,M,WHITE,F,N,N/A
ID028878,2019,N/A,M,AMIND,F,N,N/A
ID028879,2019,N/A,M,TWOMORE,F,N,N/A
ID028880,2019,FTF,F,TWOMORE,F,N,N/A
ID028881,2019,N/A,F,WHITE,F,N,N/A
ID028882,2019,N/A,F,AMIND,F,N,N/A
ID028883,2019,N/A,F,INTL,P,N,N/A
ID028884,2019,N/A,F,WHITE,F,N,N/A
ID028885,2019,N/A,F,HISPA,P,N,N/A
ID028886,2019,N/A,M,INTL,F,N,N/A
ID028887,2019,N/A,F,WHITE,F,N,N/A
ID028888,2019,N/A,M,WHITE,F,N,N/A
ID028889,2019,N/A,F,WHITE,F,N,N/A
ID028890,2019,N/A,F,WHITE,F,N,N/A
ID028891,2019,N/A,F,WHITE,F,N,N/A
ID028892,2019,N/A,F,WHITE,P,N,N/A
ID028893,2019,N/A,M,WHITE,F,N,N/A
ID028894,2019,FTF,M,HISPA,F,N,N/A
ID028895,2019,N/A,F,AMIND,F,N,N/A
ID028896,2019,N/A,M,HISPA,F,N,N/A
ID028897,2019,N/A,M,WHITE,P,N,N/A
ID028898,2019,N/A,F,BLACK,P,N,N/A
ID028899,2019,N/A,M,HISPA,P,N,N/A
ID028900,2019,N/A,M,HISPA,P,N,N/A
ID028901,2019,FTF,F,WHITE,F,N,N/A
ID028902,2019,N/A,F,WHITE,F,N,N/A
ID028903,2019,N/A,M,HISPA,F,N,N/A
ID028904,2019,N/A,M,WHITE,F,N,N/A
ID028905,2019,N/A,M,WHITE,F,N,N/A
ID028906,2019,FTF,M,HISPA,F,N,N/A
ID028907,2019,N/A,F,WHITE,F,N,N/A
ID028908,2019,FTF,F,WHITE,F,N,N/A
ID028909,2019,UD,M,PACIF,P,N,N/A
ID028910,2019,N/A,F,BLACK,P,N,N/A
ID028911,2019,N/A,M,WHITE,F,N,N/A
ID028912,2019,N/A,F,AMIND,P,N,N/A
ID028913,2019,N/A,F,NSPEC,F,N,N/A
ID028914,2019,N/A,F,WHITE,P,N,N/A
ID028915,2019,N/A,F,HISPA,F,N,N/A
ID028916,2019,FTF,F,AMIND,F,N,N/A
ID028917,2019,N/A,M,WHITE,P,N,N/A
ID028918,2019,UD,M,HISPA,F,N,N/A
ID028919,2019,N/A,F,WHITE,P,N,N/A
ID028920,2019,UD,F,WHITE,P,N,N/A
ID028921,2019,N/A,F,WHITE,F,N,N/A
ID028922,2019,N/A,F,HISPA,F,N,N/A
ID028923,2019,N/A,F,WHITE,F,N,N/A
ID028924,2019,N/A,F,ASIAN,P,N,N/A
ID028925,2019,N/A,F,ASIAN,P,N,N/A
ID028926,2019,N/A,F,ASIAN,P,N,N/A
ID028927,2019,FTF,F,HISPA,P,N,N/A
ID028928,2019,N/A,F,INTL,F,N,N/A
ID028929,2019,UD,M,TWOMORE,F,N,N/A
ID028930,2019,N/A,F,ASIAN,F,N,N/A
ID028931,2019,N/A,M,INTL,F,N,N/A
ID028932,2019,FTF,M,WHITE,F,N,N/A
ID028933,2019,N/A,F,WHITE,F,N,N/A
ID028934,2019,FTF,F,HISPA,F,N,N/A
ID028935,2019,N/A,F,WHITE,F,N,N/A
ID028936,2019,N/A,F,WHITE,P,N,N/A
ID028937,2019,FTF,F,NSPEC,F,N,N/A
ID028938,2019,N/A,M,WHITE,F,N,N/A
ID028939,2019,N/A,M,TWOMORE,P,N,N/A
ID028940,2019,N/A,F,WHITE,P,N,N/A
ID028941,2019,N/A,F,WHITE,P,N,N/A
ID028942,2019,N/A,F,WHITE,P,N,N/A
ID028943,2019,N/A,F,WHITE,P,N,N/A
ID028944,2019,FTF,M,WHITE,F,N,N/A
ID028945,2019,N/A,F,WHITE,F,N,N/A
ID028946,2019,N/A,F,INTL,F,N,N/A
ID028947,2019,N/A,F,TWOMORE,P,N,N/A
ID028948,2019,N/A,F,BLACK,F,N,N/A
ID028949,2019,FTF,F,AMIND,F,N,N/A
ID028950,2019,N/A,F,HISPA,F,N,N/A
ID028951,2019,N/A,F,WHITE,F,N,N/A
ID028952,2019,FTF,F,WHITE,F,N,N/A
ID028953,2019,N/A,F,WHITE,F,N,N/A
ID028954,2019,N/A,F,WHITE,F,N,N/A
ID028955,2019,N/A,F,HISPA,F,N,N/A
ID028956,2019,N/A,F,WHITE,F,N,N/A
ID028957,2019,N/A,F,WHITE,P,N,N/A
ID028958,2019,N/A,M,WHITE,F,N,N/A
ID028959,2019,FTF,F,WHITE,F,N,N/A
ID028960,2019,N/A,F,WHITE,F,N,N/A
ID028961,2019,N/A,F,WHITE,P,N,N/A
ID028962,2019,N/A,M,NSPEC,F,N,N/A
ID028963,2019,N/A,F,HISPA,P,N,N/A
ID028964,2019,N/A,F,WHITE,P,N,N/A
ID028965,2019,FTF,F,WHITE,F,N,N/A
ID028966,2019,N/A,F,HISPA,F,N,N/A
ID028967,2019,N/A,F,WHITE,F,N,N/A
ID028968,2019,N/A,F,HISPA,P,N,N/A
ID028969,2019,N/A,M,ASIAN,F,N,N/A
ID028970,2019,N/A,F,WHITE,F,N,N/A
ID028971,2019,LD,F,HISPA,F,N,N/A
ID028972,2019,N/A,F,AMIND,P,N,N/A
ID028973,2019,N/A,M,HISPA,F,N,N/A
ID028974,2019,UD,M,WHITE,F,N,N/A
ID028975,2019,N/A,M,HISPA,F,N,N/A
ID028976,2019,N/A,F,BLACK,P,N,N/A
ID028977,2019,N/A,M,WHITE,F,N,N/A
ID028978,2019,N/A,F,WHITE,F,N,N/A
ID028979,2019,N/A,M,HISPA,F,N,N/A
ID028980,2019,N/A,M,WHITE,F,N,N/A
ID028981,2019,N/A,F,WHITE,F,N,N/A
ID028982,2019,N/A,F,ASIAN,P,N,N/A
ID028983,2019,N/A,M,WHITE,F,N,N/A
ID028984,2019,N/A,M,WHITE,F,N,N/A
ID028985,2019,N/A,M,WHITE,F,N,N/A
ID028986,2019,N/A,M,HISPA,F,N,N/A
ID028987,2019,N/A,M,WHITE,F,N,N/A
ID028988,2019,FTF,M,WHITE,P,N,N/A
ID028989,2019,N/A,M,HISPA,F,N,N/A
ID028990,2019,N/A,F,WHITE,F,N,N/A
ID028991,2019,N/A,M,WHITE,F,N,N/A
ID028992,2019,N/A,M,WHITE,P,N,N/A
ID028993,2019,FTF,F,BLACK,F,N,N/A
ID028994,2019,N/A,M,BLACK,F,N,N/A
ID028995,2019,UD,F,WHITE,F,N,N/A
ID028996,2019,N/A,F,WHITE,F,N,N/A
ID028997,2019,N/A,M,WHITE,F,N,N/A
ID028998,2019,N/A,F,WHITE,F,N,N/A
ID028999,2019,N/A,F,WHITE,F,N,N/A
ID029000,2019,N/A,F,HISPA,F,N,N/A
ID029001,2019,N/A,F,WHITE,P,N,N/A
